DATE,PRCP,TMAX,TMIN,RAIN
6/5/1989,0,84,53,FALSE
6/6/1989,0,70,53,FALSE
6/7/1989,0,75,48,FALSE
6/8/1989,0,68,51,FALSE
6/9/1989,0,63,50,FALSE
6/10/1989,0,73,48,FALSE
6/11/1989,0,84,51,FALSE
6/12/1989,0,73,51,FALSE
6/13/1989,0.16,73,56,TRUE
6/14/1989,0.11,67,57,TRUE
6/15/1989,0,66,52,FALSE
6/16/1989,0,68,51,FALSE
6/17/1989,0,67,49,FALSE
6/18/1989,0,68,52,FALSE
6/19/1989,0.33,64,50,TRUE
6/20/1989,0,68,49,FALSE
6/21/1989,0,69,49,FALSE
6/22/1989,0,73,57,FALSE
6/23/1989,0,84,58,FALSE
6/24/1989,0,90,59,FALSE
6/25/1989,0,82,57,FALSE
6/26/1989,0,70,54,FALSE
6/27/1989,0,68,52,FALSE
6/28/1989,0.13,66,53,TRUE
6/29/1989,0.12,64,56,TRUE
6/30/1989,0.29,69,55,TRUE
7/1/1989,0.08,63,53,TRUE
7/2/1989,0.01,66,55,TRUE
7/3/1989,0.03,69,52,TRUE
7/4/1989,0,71,49,FALSE
7/5/1989,0,74,51,FALSE
7/6/1989,0,78,55,FALSE
7/7/1989,0,75,52,FALSE
7/8/1989,0,67,57,FALSE
7/9/1989,0,73,55,FALSE
7/10/1989,0,69,57,FALSE
7/11/1989,0,80,54,FALSE
7/12/1989,0,84,58,FALSE
7/13/1989,0,73,56,FALSE
7/14/1989,0,76,57,FALSE
7/15/1989,0,71,55,FALSE
7/16/1989,0.41,66,56,TRUE
7/17/1989,0,76,58,FALSE
7/18/1989,0,81,60,FALSE
7/19/1989,0,77,60,FALSE
7/20/1989,0,71,54,FALSE
7/21/1989,0,75,54,FALSE
7/22/1989,0,78,55,FALSE
7/23/1989,0,78,52,FALSE
7/24/1989,0,77,53,FALSE
7/25/1989,0,84,55,FALSE
7/26/1989,0,74,54,FALSE
7/27/1989,0,71,58,FALSE
7/28/1989,0,76,54,FALSE
7/29/1989,0,76,53,FALSE
7/30/1989,0.11,74,58,TRUE
7/31/1989,0,68,56,FALSE
8/1/1989,0,72,52,FALSE
8/2/1989,0,71,51,FALSE
8/3/1989,0,74,58,FALSE
8/4/1989,0,79,56,FALSE
8/5/1989,0,82,55,FALSE
8/6/1989,0,85,60,FALSE
8/7/1989,0,84,61,FALSE
8/8/1989,0,82,56,FALSE
8/9/1989,0,73,55,FALSE
8/10/1989,0,74,53,FALSE
8/11/1989,0,76,51,FALSE
8/12/1989,0,77,55,FALSE
8/13/1989,0,77,57,FALSE
8/14/1989,0.15,73,56,TRUE
8/15/1989,0,73,55,FALSE
8/16/1989,0,67,56,FALSE
8/17/1989,0,77,54,FALSE
8/18/1989,0,82,56,FALSE
8/19/1989,0,69,58,FALSE
8/20/1989,0.04,74,60,TRUE
8/21/1989,0.7,74,59,TRUE
8/22/1989,0,72,53,FALSE
8/23/1989,0,71,57,FALSE
8/24/1989,0,69,52,FALSE
8/25/1989,0,75,54,FALSE
8/26/1989,0,79,55,FALSE
8/27/1989,0,76,55,FALSE
8/28/1989,0,72,56,FALSE
8/29/1989,0,77,56,FALSE
8/30/1989,0,69,55,FALSE
8/31/1989,0,69,54,FALSE
9/1/1989,0.02,67,54,TRUE
9/2/1989,0,71,56,FALSE
9/3/1989,0,74,50,FALSE
9/4/1989,0,76,51,FALSE
9/5/1989,0,72,51,FALSE
9/6/1989,0,77,55,FALSE
9/7/1989,0,80,53,FALSE
9/8/1989,0,83,56,FALSE
9/9/1989,0,83,62,FALSE
9/10/1989,0,80,52,FALSE
9/11/1989,0,82,54,FALSE
9/12/1989,0,83,53,FALSE
9/13/1989,0,85,53,FALSE
9/14/1989,0,84,54,FALSE
9/15/1989,0,76,51,FALSE
9/16/1989,0.02,63,50,TRUE
9/17/1989,0.22,66,52,TRUE
9/18/1989,0,70,48,FALSE
9/19/1989,0,69,46,FALSE
9/20/1989,0,75,50,FALSE
9/21/1989,0,80,53,FALSE
9/22/1989,0,91,53,FALSE
9/23/1989,0,82,54,FALSE
9/24/1989,0,82,54,FALSE
9/25/1989,0.08,61,52,TRUE
9/26/1989,0.02,64,56,TRUE
9/27/1989,0,69,55,FALSE
9/28/1989,0,74,54,FALSE
9/29/1989,0.01,70,52,TRUE
9/30/1989,0.17,64,55,TRUE
10/1/1989,0,66,54,FALSE
10/2/1989,0,68,48,FALSE
10/3/1989,0,68,44,FALSE
10/4/1989,0.02,59,44,TRUE
10/5/1989,0,66,52,FALSE
10/6/1989,0,62,49,FALSE
10/7/1989,0,59,48,FALSE
10/8/1989,0,68,49,FALSE
10/9/1989,0,71,47,FALSE
10/10/1989,0.18,59,50,TRUE
10/11/1989,0.04,60,51,TRUE
10/12/1989,0.19,59,51,TRUE
10/13/1989,0.18,62,51,TRUE
10/14/1989,0,59,44,FALSE
10/15/1989,0,58,38,FALSE
10/16/1989,0,62,37,FALSE
10/17/1989,0,74,46,FALSE
10/18/1989,0.14,60,50,TRUE
10/19/1989,0,61,43,FALSE
10/20/1989,0.38,62,48,TRUE
10/21/1989,0.12,58,48,TRUE
10/22/1989,0.42,60,49,TRUE
10/23/1989,0.57,60,48,TRUE
10/24/1989,0.01,59,46,TRUE
10/25/1989,0.17,57,48,TRUE
10/26/1989,0.5,51,42,TRUE
10/27/1989,0,53,43,FALSE
10/28/1989,0.06,54,41,TRUE
10/29/1989,0,50,37,FALSE
10/30/1989,0,48,35,FALSE
10/31/1989,0,54,42,FALSE
11/1/1989,0,57,37,FALSE
11/2/1989,0,49,35,FALSE
11/3/1989,0.21,56,47,TRUE
11/4/1989,0.47,57,49,TRUE
11/5/1989,0,55,47,FALSE
11/6/1989,0.06,52,46,TRUE
11/7/1989,0,53,41,FALSE
11/8/1989,0.09,56,49,TRUE
11/9/1989,0.19,60,55,TRUE
11/10/1989,0.86,56,49,TRUE
11/11/1989,1.28,49,43,TRUE
11/12/1989,0.49,48,40,TRUE
11/13/1989,0.26,48,41,TRUE
11/14/1989,0,49,40,FALSE
11/15/1989,0,50,38,FALSE
11/16/1989,0.48,49,44,TRUE
11/17/1989,0,49,44,FALSE
11/18/1989,0,54,43,FALSE
11/19/1989,0.17,52,46,TRUE
11/20/1989,0.07,54,47,TRUE
11/21/1989,0.06,52,40,TRUE
11/22/1989,0,48,39,FALSE
11/23/1989,0.63,52,40,TRUE
11/24/1989,0.37,46,39,TRUE
11/25/1989,0.39,48,39,TRUE
11/26/1989,0.05,50,37,TRUE
11/27/1989,0,53,37,FALSE
11/28/1989,0,50,34,FALSE
11/29/1989,0,51,40,FALSE
11/30/1989,0,51,36,FALSE
12/1/1989,0,54,37,FALSE
12/2/1989,1.09,50,44,TRUE
12/3/1989,0.97,56,47,TRUE
12/4/1989,1.41,57,50,TRUE
12/5/1989,0.08,55,48,TRUE
12/6/1989,0,51,47,FALSE
12/7/1989,0.51,50,43,TRUE
12/8/1989,0.04,51,44,TRUE
12/9/1989,0,50,39,FALSE
12/10/1989,0,46,34,FALSE
12/11/1989,0,43,30,FALSE
12/12/1989,0,44,29,FALSE
12/13/1989,0,45,33,FALSE
12/14/1989,0,43,31,FALSE
12/15/1989,0,42,32,FALSE
12/16/1989,0,41,33,FALSE
12/17/1989,0,40,33,FALSE
12/18/1989,0,40,34,FALSE
12/19/1989,0.01,46,38,TRUE
12/20/1989,0,49,44,FALSE
12/21/1989,0,51,40,FALSE
12/22/1989,0,46,37,FALSE
12/23/1989,0.01,53,43,TRUE
12/24/1989,0,50,43,FALSE
12/25/1989,0,43,40,FALSE
12/26/1989,0,40,33,FALSE
12/27/1989,0.29,42,30,TRUE
12/28/1989,0.04,45,39,TRUE
12/29/1989,0,46,38,FALSE
12/30/1989,0,47,42,FALSE
12/31/1989,0.34,49,38,TRUE
1/1/1990,0.02,46,33,TRUE
1/2/1990,0,44,33,FALSE
1/3/1990,0.15,45,40,TRUE
1/4/1990,0.25,50,44,TRUE
1/5/1990,0.85,54,45,TRUE
1/6/1990,0.92,53,43,TRUE
1/7/1990,0.56,53,43,TRUE
1/8/1990,0.4,48,43,TRUE
1/9/1990,2.83,53,42,TRUE
1/10/1990,0,44,36,FALSE
1/11/1990,0.01,49,36,TRUE
1/12/1990,0,50,39,FALSE
1/13/1990,0.07,51,43,TRUE
1/14/1990,0.05,48,44,TRUE
1/15/1990,0.05,47,41,TRUE
1/16/1990,0,47,40,FALSE
1/17/1990,0,48,35,FALSE
1/18/1990,0,47,26,FALSE
1/19/1990,0,48,28,FALSE
1/20/1990,0,49,32,FALSE
1/21/1990,0.12,46,40,TRUE
1/22/1990,0.45,46,40,TRUE
1/23/1990,0,48,37,FALSE
1/24/1990,0,47,37,FALSE
1/25/1990,0.38,46,37,TRUE
1/26/1990,0.02,40,32,TRUE
1/27/1990,0.26,48,38,TRUE
1/28/1990,0.7,45,40,TRUE
1/29/1990,0.36,42,38,TRUE
1/30/1990,0.26,42,33,TRUE
1/31/1990,0.7,41,32,TRUE
2/1/1990,0.08,45,37,TRUE
2/2/1990,0.15,49,40,TRUE
2/3/1990,0.48,51,37,TRUE
2/4/1990,0.06,44,34,TRUE
2/5/1990,0.24,43,35,TRUE
2/6/1990,0.11,40,33,TRUE
2/7/1990,0.23,39,32,TRUE
2/8/1990,0.13,43,35,TRUE
2/9/1990,0.06,49,43,TRUE
2/10/1990,0.23,51,48,TRUE
2/11/1990,0.13,50,32,TRUE
2/12/1990,0,38,29,FALSE
2/13/1990,0,36,25,FALSE
2/14/1990,0.02,34,22,TRUE
2/15/1990,0.25,37,33,TRUE
2/16/1990,0.34,38,30,TRUE
2/17/1990,0.53,32,23,TRUE
2/18/1990,0,38,20,FALSE
2/19/1990,0.09,43,22,TRUE
2/20/1990,0.56,46,34,TRUE
2/21/1990,0,47,41,FALSE
2/22/1990,0,51,38,FALSE
2/23/1990,0.01,52,33,TRUE
2/24/1990,0.02,53,45,TRUE
2/25/1990,0,52,39,FALSE
2/26/1990,0,54,37,FALSE
2/27/1990,0,65,37,FALSE
2/28/1990,0,65,37,FALSE
3/1/1990,0,62,32,FALSE
3/2/1990,0,64,35,FALSE
3/3/1990,0.04,53,44,TRUE
3/4/1990,0.01,57,43,TRUE
3/5/1990,0.01,55,45,TRUE
3/6/1990,0.19,48,43,TRUE
3/7/1990,0.39,48,37,TRUE
3/8/1990,0.28,40,34,TRUE
3/9/1990,0.45,47,38,TRUE
3/10/1990,0.02,48,34,TRUE
3/11/1990,0,49,32,FALSE
3/12/1990,0,50,33,FALSE
3/13/1990,0.32,52,32,TRUE
3/14/1990,0.14,53,39,TRUE
3/15/1990,0,59,36,FALSE
3/16/1990,0,60,41,FALSE
3/17/1990,0.37,57,48,TRUE
3/18/1990,0,59,45,FALSE
3/19/1990,0.07,59,45,TRUE
3/20/1990,0.03,58,45,TRUE
3/21/1990,0,60,40,FALSE
3/22/1990,0.22,50,39,TRUE
3/23/1990,0.04,49,38,TRUE
3/24/1990,0,56,38,FALSE
3/25/1990,0,61,41,FALSE
3/26/1990,0,61,34,FALSE
3/27/1990,0,62,36,FALSE
3/28/1990,0,67,37,FALSE
3/29/1990,0,60,39,FALSE
3/30/1990,0,49,41,FALSE
3/31/1990,0,58,45,FALSE
4/1/1990,0,60,42,FALSE
4/2/1990,0,59,47,FALSE
4/3/1990,0,63,40,FALSE
4/4/1990,0,65,43,FALSE
4/5/1990,0,66,40,FALSE
4/6/1990,0,65,40,FALSE
4/7/1990,0,56,41,FALSE
4/8/1990,0,55,40,FALSE
4/9/1990,0,57,41,FALSE
4/10/1990,0,70,41,FALSE
4/11/1990,0.17,62,49,TRUE
4/12/1990,0,59,44,FALSE
4/13/1990,0.36,54,47,TRUE
4/14/1990,0.05,62,51,TRUE
4/15/1990,0,73,47,FALSE
4/16/1990,0,77,50,FALSE
4/17/1990,0.15,56,47,TRUE
4/18/1990,0,59,46,FALSE
4/19/1990,0.03,58,48,TRUE
4/20/1990,0.13,57,49,TRUE
4/21/1990,0,60,47,FALSE
4/22/1990,0.48,57,46,TRUE
4/23/1990,0.34,53,45,TRUE
4/24/1990,0.01,58,44,TRUE
4/25/1990,0.28,56,44,TRUE
4/26/1990,0,50,43,FALSE
4/27/1990,0.29,47,41,TRUE
4/28/1990,0.18,59,41,TRUE
4/29/1990,0.07,59,44,TRUE
4/30/1990,0,65,40,FALSE
5/1/1990,0,61,44,FALSE
5/2/1990,0.11,62,50,TRUE
5/3/1990,0,70,50,FALSE
5/4/1990,0,77,48,FALSE
5/5/1990,0,75,46,FALSE
5/6/1990,0.38,57,40,TRUE
5/7/1990,0,57,40,FALSE
5/8/1990,0,63,39,FALSE
5/9/1990,0,70,45,FALSE
5/10/1990,0,59,48,FALSE
5/11/1990,0,61,48,FALSE
5/12/1990,0,61,48,FALSE
5/13/1990,0.05,57,44,TRUE
5/14/1990,0.02,57,43,TRUE
5/15/1990,0,57,43,FALSE
5/16/1990,0,63,46,FALSE
5/17/1990,0,61,46,FALSE
5/18/1990,0,60,46,FALSE
5/19/1990,0.02,64,47,TRUE
5/20/1990,0.18,60,48,TRUE
5/21/1990,0.08,67,47,TRUE
5/22/1990,0,62,49,FALSE
5/23/1990,0,55,47,FALSE
5/24/1990,0,61,43,FALSE
5/25/1990,0,66,45,FALSE
5/26/1990,0,67,45,FALSE
5/27/1990,0.03,64,52,TRUE
5/28/1990,0,69,52,FALSE
5/29/1990,0,64,49,FALSE
5/30/1990,0.96,70,49,TRUE
5/31/1990,0.15,56,48,TRUE
6/1/1990,0.06,57,48,TRUE
6/2/1990,0.08,67,50,TRUE
6/3/1990,1.08,62,48,TRUE
6/4/1990,0.06,63,46,TRUE
6/5/1990,0,66,49,FALSE
6/6/1990,0.57,62,52,TRUE
6/7/1990,0,65,49,FALSE
6/8/1990,0.14,67,51,TRUE
6/9/1990,0.7,59,48,TRUE
6/10/1990,0.07,58,46,TRUE
6/11/1990,0,64,50,FALSE
6/12/1990,0.23,61,50,TRUE
6/13/1990,0,67,50,FALSE
6/14/1990,0,76,52,FALSE
6/15/1990,0,70,51,FALSE
6/16/1990,0.01,64,50,TRUE
6/17/1990,0,72,50,FALSE
6/18/1990,0,73,51,FALSE
6/19/1990,0,72,54,FALSE
6/20/1990,0,75,58,FALSE
6/21/1990,0,84,57,FALSE
6/22/1990,0.02,73,55,TRUE
6/23/1990,0,68,53,FALSE
6/24/1990,0,72,50,FALSE
6/25/1990,0,68,50,FALSE
6/26/1990,0,71,50,FALSE
6/27/1990,0,73,51,FALSE
6/28/1990,0.02,73,56,TRUE
6/29/1990,0,79,55,FALSE
6/30/1990,0.01,72,57,TRUE
7/1/1990,0,70,53,FALSE
7/2/1990,0.39,63,51,TRUE
7/3/1990,0,73,50,FALSE
7/4/1990,0,79,57,FALSE
7/5/1990,0.17,77,57,TRUE
7/6/1990,0.01,73,55,TRUE
7/7/1990,0,76,56,FALSE
7/8/1990,0,80,57,FALSE
7/9/1990,0,81,57,FALSE
7/10/1990,0,85,59,FALSE
7/11/1990,0,89,62,FALSE
7/12/1990,0,87,66,FALSE
7/13/1990,0,83,55,FALSE
7/14/1990,0,84,57,FALSE
7/15/1990,0,88,57,FALSE
7/16/1990,0,78,54,FALSE
7/17/1990,0,79,51,FALSE
7/18/1990,0,82,56,FALSE
7/19/1990,0,85,60,FALSE
7/20/1990,0,90,59,FALSE
7/21/1990,0,94,61,FALSE
7/22/1990,0,87,58,FALSE
7/23/1990,0,70,57,FALSE
7/24/1990,0,67,55,FALSE
7/25/1990,0.01,62,56,TRUE
7/26/1990,0,66,58,FALSE
7/27/1990,0,75,55,FALSE
7/28/1990,0,82,55,FALSE
7/29/1990,0,91,60,FALSE
7/30/1990,0,88,58,FALSE
7/31/1990,0,71,58,FALSE
8/1/1990,0,71,55,FALSE
8/2/1990,0,79,51,FALSE
8/3/1990,0,83,60,FALSE
8/4/1990,0,92,61,FALSE
8/5/1990,0,85,60,FALSE
8/6/1990,0,77,55,FALSE
8/7/1990,0,83,56,FALSE
8/8/1990,0,83,58,FALSE
8/9/1990,0,86,55,FALSE
8/10/1990,0,90,60,FALSE
8/11/1990,0,94,63,FALSE
8/12/1990,0,89,60,FALSE
8/13/1990,0,77,57,FALSE
8/14/1990,0,81,55,FALSE
8/15/1990,0,75,56,FALSE
8/16/1990,0,77,60,FALSE
8/17/1990,0.01,77,58,TRUE
8/18/1990,0.08,73,59,TRUE
8/19/1990,0.03,72,55,TRUE
8/20/1990,0,77,55,FALSE
8/21/1990,0.12,65,60,TRUE
8/22/1990,0,73,55,FALSE
8/23/1990,0,70,50,FALSE
8/24/1990,0,70,54,FALSE
8/25/1990,0,72,52,FALSE
8/26/1990,0,77,50,FALSE
8/27/1990,0,77,50,FALSE
8/28/1990,0,85,55,FALSE
8/29/1990,0.27,65,59,TRUE
8/30/1990,0.12,69,59,TRUE
8/31/1990,0.08,74,58,TRUE
9/1/1990,0.01,70,55,TRUE
9/2/1990,0,73,57,FALSE
9/3/1990,0,74,55,FALSE
9/4/1990,0,81,56,FALSE
9/5/1990,0,81,53,FALSE
9/6/1990,0,78,54,FALSE
9/7/1990,0.01,71,55,TRUE
9/8/1990,0,69,60,FALSE
9/9/1990,0,72,58,FALSE
9/10/1990,0,77,52,FALSE
9/11/1990,0,64,51,FALSE
9/12/1990,0,66,55,FALSE
9/13/1990,0,74,52,FALSE
9/14/1990,0,77,54,FALSE
9/15/1990,0,64,53,FALSE
9/16/1990,0.03,73,55,TRUE
9/17/1990,0,73,54,FALSE
9/18/1990,0,75,54,FALSE
9/19/1990,0,72,53,FALSE
9/20/1990,0,73,52,FALSE
9/21/1990,0,81,55,FALSE
9/22/1990,0,92,57,FALSE
9/23/1990,0,70,53,FALSE
9/24/1990,0,62,52,FALSE
9/25/1990,0,70,55,FALSE
9/26/1990,0,67,53,FALSE
9/27/1990,0,73,56,FALSE
9/28/1990,0,75,50,FALSE
9/29/1990,0,69,51,FALSE
9/30/1990,0,70,46,FALSE
10/1/1990,0.02,67,47,TRUE
10/2/1990,0.16,60,45,TRUE
10/3/1990,0.13,61,48,TRUE
10/4/1990,0.64,64,48,TRUE
10/5/1990,0,58,47,FALSE
10/6/1990,0.14,57,40,TRUE
10/7/1990,0,59,38,FALSE
10/8/1990,0,63,42,FALSE
10/9/1990,0.05,59,44,TRUE
10/10/1990,0,60,44,FALSE
10/11/1990,0.28,54,38,TRUE
10/12/1990,0.03,55,48,TRUE
10/13/1990,0,60,47,FALSE
10/14/1990,0.77,51,46,TRUE
10/15/1990,0.39,52,47,TRUE
10/16/1990,0.05,56,44,TRUE
10/17/1990,0.29,53,43,TRUE
10/18/1990,0.15,57,45,TRUE
10/19/1990,0,55,40,FALSE
10/20/1990,0.09,55,40,TRUE
10/21/1990,0.69,54,46,TRUE
10/22/1990,0,55,41,FALSE
10/23/1990,0,59,42,FALSE
10/24/1990,0,65,45,FALSE
10/25/1990,0.14,64,49,TRUE
10/26/1990,0,63,47,FALSE
10/27/1990,0.19,66,45,TRUE
10/28/1990,0.14,58,43,TRUE
10/29/1990,0.24,58,41,TRUE
10/30/1990,0.16,52,48,TRUE
10/31/1990,1.04,52,42,TRUE
11/1/1990,0,53,38,FALSE
11/2/1990,0.01,49,36,TRUE
11/3/1990,0.12,53,43,TRUE
11/4/1990,0.02,57,45,TRUE
11/5/1990,0,51,41,FALSE
11/6/1990,0,50,38,FALSE
11/7/1990,0.15,53,44,TRUE
11/8/1990,0.21,55,48,TRUE
11/9/1990,2.95,56,53,TRUE
11/10/1990,0.35,60,54,TRUE
11/11/1990,0,65,51,FALSE
11/12/1990,0.62,56,44,TRUE
11/13/1990,0.71,54,41,TRUE
11/14/1990,0.12,51,40,TRUE
11/15/1990,0,53,43,FALSE
11/16/1990,0,54,37,FALSE
11/17/1990,0.34,50,37,TRUE
11/18/1990,0,43,30,FALSE
11/19/1990,0.02,45,36,TRUE
11/20/1990,0,44,39,FALSE
11/21/1990,0.42,53,40,TRUE
11/22/1990,0.28,53,49,TRUE
11/23/1990,0.8,54,51,TRUE
11/24/1990,2.93,55,47,TRUE
11/25/1990,0,47,37,FALSE
11/26/1990,0.1,45,33,TRUE
11/27/1990,0,48,37,FALSE
11/28/1990,0,49,38,FALSE
11/29/1990,0.28,51,38,TRUE
11/30/1990,0.28,43,33,TRUE
12/1/1990,0.33,45,36,TRUE
12/2/1990,0.05,45,35,TRUE
12/3/1990,0.16,53,43,TRUE
12/4/1990,0.82,52,41,TRUE
12/5/1990,0,48,40,FALSE
12/6/1990,0,50,35,FALSE
12/7/1990,0,45,32,FALSE
12/8/1990,0.54,49,43,TRUE
12/9/1990,0.24,50,45,TRUE
12/10/1990,0.21,47,40,TRUE
12/11/1990,0.09,43,38,TRUE
12/12/1990,0.01,41,36,TRUE
12/13/1990,0,43,34,FALSE
12/14/1990,0.02,47,37,TRUE
12/15/1990,0.22,45,34,TRUE
12/16/1990,0.11,41,34,TRUE
12/17/1990,0,49,39,FALSE
12/18/1990,0.45,41,21,TRUE
12/19/1990,0,24,17,FALSE
12/20/1990,0,21,14,FALSE
12/21/1990,0,20,12,FALSE
12/22/1990,0,26,15,FALSE
12/23/1990,0,30,18,FALSE
12/24/1990,0,31,24,FALSE
12/25/1990,0.13,36,29,TRUE
12/26/1990,0,40,34,FALSE
12/27/1990,0.15,43,33,TRUE
12/28/1990,0.05,33,12,TRUE
12/29/1990,0,22,12,FALSE
12/30/1990,0.03,39,20,TRUE
12/31/1990,0.02,44,39,TRUE
1/1/1991,0.01,44,40,TRUE
1/2/1991,0,47,33,FALSE
1/3/1991,0,44,31,FALSE
1/4/1991,0,40,28,FALSE
1/5/1991,0,37,26,FALSE
1/6/1991,0.09,37,30,TRUE
1/7/1991,0.5,44,33,TRUE
1/8/1991,0.35,44,39,TRUE
1/9/1991,0.35,42,39,TRUE
1/10/1991,0.31,47,40,TRUE
1/11/1991,0.73,51,46,TRUE
1/12/1991,0.94,53,48,TRUE
1/13/1991,0.28,51,47,TRUE
1/14/1991,0.22,51,46,TRUE
1/15/1991,0,48,41,FALSE
1/16/1991,0,46,42,FALSE
1/17/1991,0.06,52,45,TRUE
1/18/1991,0,53,40,FALSE
1/19/1991,0,45,33,FALSE
1/20/1991,0,46,31,FALSE
1/21/1991,0,47,27,FALSE
1/22/1991,0,39,28,FALSE
1/23/1991,0,40,34,FALSE
1/24/1991,0,45,32,FALSE
1/25/1991,0,46,29,FALSE
1/26/1991,0,45,27,FALSE
1/27/1991,0.04,37,26,TRUE
1/28/1991,0,44,30,FALSE
1/29/1991,0,40,26,FALSE
1/30/1991,0,42,29,FALSE
1/31/1991,0.58,48,36,TRUE
2/1/1991,0.24,57,45,TRUE
2/2/1991,0.5,57,46,TRUE
2/3/1991,0.55,54,45,TRUE
2/4/1991,0.68,58,49,TRUE
2/5/1991,0,51,36,FALSE
2/6/1991,0,56,32,FALSE
2/7/1991,0,57,44,FALSE
2/8/1991,0,62,41,FALSE
2/9/1991,0,46,39,FALSE
2/10/1991,0,49,37,FALSE
2/11/1991,0.1,52,40,TRUE
2/12/1991,0.23,49,46,TRUE
2/13/1991,0.38,53,45,TRUE
2/14/1991,0.07,63,51,TRUE
2/15/1991,0.15,54,47,TRUE
2/16/1991,0.02,49,42,TRUE
2/17/1991,0.01,49,38,TRUE
2/18/1991,0.18,51,39,TRUE
2/19/1991,1.58,51,46,TRUE
2/20/1991,0,51,40,FALSE
2/21/1991,0,53,36,FALSE
2/22/1991,0,51,36,FALSE
2/23/1991,0,52,35,FALSE
2/24/1991,0,55,35,FALSE
2/25/1991,0,63,40,FALSE
2/26/1991,0,66,38,FALSE
2/27/1991,0,63,36,FALSE
2/28/1991,0,59,36,FALSE
3/1/1991,0.55,42,35,TRUE
3/2/1991,1.04,48,39,TRUE
3/3/1991,0.79,50,42,TRUE
3/4/1991,0.25,44,33,TRUE
3/5/1991,0.32,45,31,TRUE
3/6/1991,0,48,35,FALSE
3/7/1991,0.02,47,37,TRUE
3/8/1991,0,50,38,FALSE
3/9/1991,0.24,44,33,TRUE
3/10/1991,0.13,46,35,TRUE
3/11/1991,0.29,45,34,TRUE
3/12/1991,0.37,50,38,TRUE
3/13/1991,0,50,38,FALSE
3/14/1991,0,49,38,FALSE
3/15/1991,0,51,37,FALSE
3/16/1991,0,57,33,FALSE
3/17/1991,0,60,39,FALSE
3/18/1991,0.24,55,36,TRUE
3/19/1991,0.02,52,40,TRUE
3/20/1991,0,59,39,FALSE
3/21/1991,0.01,53,39,TRUE
3/22/1991,0,50,39,FALSE
3/23/1991,0.03,54,41,TRUE
3/24/1991,0.36,44,41,TRUE
3/25/1991,0,48,37,FALSE
3/26/1991,0,53,35,FALSE
3/27/1991,0,56,32,FALSE
3/28/1991,0,53,40,FALSE
3/29/1991,0,53,40,FALSE
3/30/1991,0,65,39,FALSE
3/31/1991,0,61,41,FALSE
4/1/1991,0,53,46,FALSE
4/2/1991,0.2,49,42,TRUE
4/3/1991,1.46,51,41,TRUE
4/4/1991,2.64,49,46,TRUE
4/5/1991,0.7,53,41,TRUE
4/6/1991,0.12,50,39,TRUE
4/7/1991,0,52,37,FALSE
4/8/1991,0.38,50,38,TRUE
4/9/1991,0.07,52,40,TRUE
4/10/1991,0.26,52,34,TRUE
4/11/1991,0,57,35,FALSE
4/12/1991,0,66,38,FALSE
4/13/1991,0,63,41,FALSE
4/14/1991,0.03,55,45,TRUE
4/15/1991,0.07,57,43,TRUE
4/16/1991,0,65,42,FALSE
4/17/1991,0,54,42,FALSE
4/18/1991,0,64,43,FALSE
4/19/1991,0,71,42,FALSE
4/20/1991,0,72,44,FALSE
4/21/1991,0,63,46,FALSE
4/22/1991,0,56,44,FALSE
4/23/1991,0.32,52,40,TRUE
4/24/1991,0.13,52,39,TRUE
4/25/1991,0.01,55,38,TRUE
4/26/1991,0,55,38,FALSE
4/27/1991,0,57,43,FALSE
4/28/1991,0.07,54,42,TRUE
4/29/1991,0.07,60,41,TRUE
4/30/1991,0,73,41,FALSE
5/1/1991,0,72,45,FALSE
5/2/1991,0,72,45,FALSE
5/3/1991,0,64,45,FALSE
5/4/1991,0,65,46,FALSE
5/5/1991,0.06,60,49,TRUE
5/6/1991,0,59,50,FALSE
5/7/1991,0.37,58,47,TRUE
5/8/1991,0,55,43,FALSE
5/9/1991,0,57,39,FALSE
5/10/1991,0,64,46,FALSE
5/11/1991,0,64,44,FALSE
5/12/1991,0,57,49,FALSE
5/13/1991,0.01,59,49,TRUE
5/14/1991,0,61,45,FALSE
5/15/1991,0,68,43,FALSE
5/16/1991,0.08,70,50,TRUE
5/17/1991,0.16,53,49,TRUE
5/18/1991,0.08,55,48,TRUE
5/19/1991,0,57,50,FALSE
5/20/1991,0,67,51,FALSE
5/21/1991,0,62,49,FALSE
5/22/1991,0,62,45,FALSE
5/23/1991,0.04,62,47,TRUE
5/24/1991,0.42,60,44,TRUE
5/25/1991,0.08,61,46,TRUE
5/26/1991,0.04,62,47,TRUE
5/27/1991,0.02,63,48,TRUE
5/28/1991,0,64,49,FALSE
5/29/1991,0.03,56,48,TRUE
5/30/1991,0,63,46,FALSE
5/31/1991,0,65,48,FALSE
6/1/1991,0,67,52,FALSE
6/2/1991,0,60,48,FALSE
6/3/1991,0,58,45,FALSE
6/4/1991,0,63,42,FALSE
6/5/1991,0,70,48,FALSE
6/6/1991,0,62,53,FALSE
6/7/1991,0.1,56,52,TRUE
6/8/1991,0,70,52,FALSE
6/9/1991,0,76,50,FALSE
6/10/1991,0,75,54,FALSE
6/11/1991,0,65,49,FALSE
6/12/1991,0,64,50,FALSE
6/13/1991,0.04,64,48,TRUE
6/14/1991,0,63,49,FALSE
6/15/1991,0.34,67,50,TRUE
6/16/1991,0.14,60,48,TRUE
6/17/1991,0,66,50,FALSE
